1,Private Car,2,0,0,74.17605503760639,0.0
1,HDV,7,50764.03330446565,[10496.00897946 21734.28513023 13925.0812167   4608.65797808],74.06483483816012,1.610636914767879
1,Motorbike,1,0,0,66.5393427613359,2.3685270138263332
1,Motorbike,1,0,0,77.47927191499734,6.046084844439561
1,Private Car,2,0,0,14.330131469239932,7.609040465241024
1,Motorbike,1,0,0,62.08540138672956,8.717748415680434
1,Private Car,2,0,0,71.20850054102766,9.049576770109445
1,HDV,7,28810.75737423668,[9811.1247304  5290.3652204  4963.60505928 8745.66236415],65.5351169891017,11.791153287079826
1,Private Car,2,0,0,68.1361470417773,21.60453741497236
1,HDV,6,31043.778184912568,[ 4238.90361189 26804.87457303],53.58317850774114,21.60453741497236
1,Private Car,2,0,0,79.33529591802075,21.751439961161143
1,Motorbike,1,0,0,2.6093835669723484,21.913352019502923
1,Private Car,2,0,0,61.894348820542284,22.667195665961053
1,HDV,3,14050.388436371415,[9945.69785454 4104.69058183],71.3119332043169,26.48533201200537
1,Private Car,2,0,0,68.69631844842476,26.520036676866358
1,HDV,7,55469.249870054715,[ 3395.52231097 21386.74665931  9539.49147299 21147.48942678],2.4934790591736187,29.115351819918803
1,Motorbike,1,0,0,65.27648212476207,30.23347238551325
1,Private Car,2,0,0,70.29544894223706,30.67230193028502
1,HDV,5,10864.474561859626,[4778.12546708 6086.34909478],73.62203356251173,30.67230193028502
1,HDV,7,21242.418514554734,[3548.6181737  7391.61822132 4319.67359453 1272.31847342 4710.19005158],93.267290994767,31.600446095354044
1,Motorbike,1,0,0,70.01902210039438,33.012392595843224
1,Motorbike,1,0,0,78.18624129278578,33.91735954225648
1,HDV,4,6919.037213360608,[2613.56947463 4305.46773873],78.98004229695306,36.21964366854821
1,Motorbike,1,0,0,83.9813049052766,36.349267107731706
1,Private Car,2,0,0,5.083504770012691,37.35219248857819
1,Private Car,2,0,0,76.91171702769468,39.43819156508358
1,HDV,6,15847.81448769122,[3107.00718369 2870.36402622 5584.3423698  4286.10090799],68.93331008288123,43.736760623223276
1,HDV,7,20381.881078722057,[7904.67114442 5070.27817148 1421.34796739 2346.91075119 3638.67304424],153.23626702711624,46.463250539809145
1,Private Car,2,0,0,65.5305922148609,49.17035989126673
1,Motorbike,1,0,0,55.91744614354982,50.815145602856845
1,Motorbike,1,0,0,66.65187103937437,55.836392051127774
1,Motorbike,1,0,0,72.56030122573489,56.655045821688404
1,Private Car,2,0,0,56.755212262572336,57.0277549520174
1,Private Car,2,0,0,58.66577128401349,57.49577809617165
1,Private Car,2,0,0,64.11074918784247,58.12055461391614
1,Private Car,2,0,0,68.53899610781531,60.37935235846501
1,HDV,8,23266.872575604873,[5557.48248913 8030.94067407 9678.4494124 ],60.4814359420989,63.16794220498014
1,HDV,4,5349.3387613420955,[3207.22818609 2142.11057525],71.96789329904843,64.45224922696553
1,Private Car,2,0,0,58.00738732385399,65.41149519711394
1,Motorbike,1,0,0,34.60222571689191,68.99011184582945
1,Motorbike,1,0,0,71.91547848692936,69.47144032928117
1,Motorbike,1,0,0,54.603233430313324,71.958322423701
1,Private Car,2,0,0,75.3812065524735,72.28076982788482
1,Motorbike,1,0,0,58.07662582838835,76.52957421438867
1,Private Car,2,0,0,41.739137320746345,78.43798951139962
1,HDV,4,6943.523055557331,[4614.24226835 2329.28078721],74.44129916696673,79.86670317896333
1,HDV,7,37759.78921846274,"[ 7822.44567318  7579.15833665 12258.61264417  1096.95332407
  9002.61924039]",58.5145826038586,82.59984487478691
1,HDV,7,22351.17671418162,[5649.72341945 5570.8736541  4053.10032593 7077.4793147 ],74.88546923897471,84.08035330234527
1,Motorbike,1,0,0,70.97107832099294,86.84620893481916
1,HDV,8,18447.510227778293,[ 6422.26514033   945.43333319 11079.81175426],101.77110106571878,87.02699717922621
1,Private Car,2,0,0,72.6295850798898,88.73968837956203
1,HDV,2,2111.9282257558034,[ 874.68748777 1237.24073799],79.13682075844802,90.16251159731037
1,Motorbike,1,0,0,71.79822276803894,93.75506123247284
1,Motorbike,1,0,0,61.26507505512892,95.89677013082357
1,Motorbike,1,0,0,67.54582175555765,97.03951214258737
1,Motorbike,1,0,0,52.470856476727256,98.4016644295263
1,HDV,6,18431.950349720788,[3786.89718969 9063.58364775 5581.46951228],70.75570746904847,99.02613194906635
1,Motorbike,1,0,0,78.75985648373901,102.29470752458663
1,HDV,7,31581.118446948458,"[5868.74886907 5132.97508595 6244.05848317 8190.58707026 2792.32634663
 3352.42259187]",68.21371453841603,102.82689594749644
1,Motorbike,1,0,0,78.4655913911003,103.10415963829766
1,HDV,5,8387.08604677045,[4055.29243757 4331.7936092 ],68.75735996549658,104.07335477153161
1,Motorbike,1,0,0,79.25667639806439,105.23347721251731
1,Motorbike,1,0,0,70.3723525416019,108.77924879271559
1,HDV,7,20658.305138180876,[7205.36714162 3181.44509376 3983.65758849 3842.5980642  2445.23725011],67.19109149921408,112.33155964897786
1,Motorbike,1,0,0,61.115812382171555,116.35918149774261
1,Private Car,2,0,0,69.3340617970373,117.01581593399128
1,Motorbike,1,0,0,6.883122195397961,118.29908415568669
1,Motorbike,1,0,0,93.70552731654948,118.50738529074371
1,HDV,7,23993.826586868116,"[ 3296.694459   10583.22319192  3639.53697547  2179.26239212
  4295.10956837]",62.961535343204964,119.71679177694543
1,Private Car,2,0,0,61.115832785679494,121.56419136089026
1,HDV,7,66037.4186128709,[16649.52767065 31318.06033075 11068.66791594  7001.16269553],61.10227218642977,126.50887719572175
1,HDV,6,31848.8967025075,[ 2866.16744032 18462.24681749 10520.48244469],68.69793804411974,126.50887719572175
1,Private Car,2,0,0,64.29849320652188,127.9883449485386
1,Motorbike,1,0,0,70.10385091697557,129.9915735314824
1,HDV,7,19803.303945919248,[5546.70183318 7795.73380805 2908.7144279  3552.15387679],53.134932549809875,130.56331993934222
1,Private Car,2,0,0,79.69529473819173,133.2168691861422
1,Private Car,2,0,0,83.64878241615192,133.48870722140344
1,HDV,8,14971.308088511723,[3992.74471475 5220.29574422 5758.26762954],61.395687581900404,133.48870722140344
1,Private Car,2,0,0,59.967411102261906,133.68876096653972
1,HDV,2,2151.1104165403804,[ 874.48338679 1276.62702975],75.51835139675703,135.12946519313635
1,Motorbike,1,0,0,55.338549990728204,136.31704249969044
1,Motorbike,1,0,0,68.38293866966399,137.5808837568929
1,HDV,7,29624.10387309558,[8521.4003639  9015.54931588 5882.34921694 6204.80497638],71.51128094799599,138.91178820558721
1,HDV,4,4033.093425613238,[2351.69378014 1681.39964548],70.21587769994453,139.91481667330075
1,HDV,7,22165.49664397967,[6068.42198294 2985.96322236 2412.86797319 4771.1077466  5927.13571889],71.15762814886673,143.60127582043145
1,HDV,7,24864.46284487716,[6784.1718912  4586.65688024 2592.62144088 6790.70724983 4110.30538273],60.32018988929589,145.15230896094673
1,Private Car,2,0,0,60.92734116953029,152.28364518755524
1,Private Car,2,0,0,58.9599237000267,152.7542586486119
1,Private Car,2,0,0,48.840470041658854,157.16828070038954
1,Private Car,2,0,0,97.91078688591192,160.16409863853542
1,Motorbike,1,0,0,66.17642183411971,160.44036677633954
1,Motorbike,1,0,0,17.75125116785833,162.60918338257338
1,Private Car,2,0,0,77.42004032617916,162.66237333173842
1,HDV,5,7171.174057428027,[2399.49611801 4771.67793942],79.66759572447292,165.52310772078167
1,Private Car,2,0,0,101.32268259028379,166.63005445899805
1,Motorbike,1,0,0,79.23273463435459,169.87469854623865
1,Private Car,2,0,0,71.73113488927592,170.92712438295413
1,Private Car,2,0,0,77.78847658696283,171.9885969676179
1,HDV,6,20852.387641169484,[5298.29487382 8920.81184934 6633.28091801],2.0,173.67785115847448
1,Motorbike,1,0,0,74.42344592700223,176.13371234053506
1,HDV,7,24626.020603130994,[4113.29543254 3833.2487458  2587.50142471 5554.92327842 8537.05172167],58.211213915447146,177.5059247679948
1,Motorbike,1,0,0,78.91165032458113,178.79801901247993
1,HDV,7,27938.048592955118,[ 7378.28649631 11749.44096432  3937.20077065  4873.12036167],69.44346710334929,181.5057384700987
1,Private Car,2,0,0,77.43121720208434,183.22159394205707
1,HDV,7,32129.187882044036,[ 8002.86110713  6755.21346304 13913.18314374  3457.93016815],65.24598398909629,183.50866322805277
1,Private Car,2,0,0,58.45884086697569,185.57231071163406
1,HDV,7,21951.82490354396,[3081.92418716 2776.22122387 6336.08509016 3364.1382254  6393.45617694],54.491490033242165,187.5073839332731
1,Motorbike,1,0,0,71.91482204678066,187.80120541654668
1,HDV,4,1470.572051986739,[ 436.9013535  1033.67069849],63.359634706965025,187.80120541654668
1,HDV,4,6757.304402801112,[3972.37628421 2784.9281186 ],78.14104654362279,189.65981275693568
1,HDV,7,21140.21298270981,[4818.61908909 5415.56818285 2103.17917481 7014.47471957 1788.37181638],71.26866578198133,189.65981275693568
1,Private Car,2,0,0,56.08654380104828,197.13851831789225
1,Private Car,2,0,0,74.56184501350894,198.39627226826704
1,HDV,6,42082.86256357413,[14845.28470432 17233.07518995 10004.50266931],63.48508703255521,199.3586222825967
